LP.,Podział administracyjny,OGÓŁEM,Podpowierzchniowy,Pokrywy gleby,Całkowity drzew,Pojedyncze drzewo
1,Polska,3082,103,2787,49,143
2,DOLNOŚLĄSKIE,161,14,129,1,17
3,bolesławiecki,11,0,11,0,0
4,dzierżoniowski,9,2,6,0,1
5,głogowski,7,0,7,0,0
6,górowski,3,0,2,0,1
7,jaworski,1,0,1,0,0
8,Jelenia Góra,4,1,3,0,0
9,kamiennogórski,6,0,6,0,0
10,karkonoski,9,3,6,0,0
11,kłodzki,16,3,11,1,1
12,Legnica,0,0,0,0,0
13,legnicki,0,0,0,0,0
14,lubański,3,1,2,0,0
15,lubiński,8,1,3,0,4
16,lwówecki,1,0,1,0,0
17,milicki,10,0,10,0,0
18,oleśnicki,6,0,5,0,1
19,oławski,2,0,2,0,0
20,polkowicki,18,1,17,0,0
21,strzeliński,0,0,0,0,0
22,średzki,0,0,0,0,0
23,świdnicki,7,0,6,0,1
24,trzebnicki,2,0,2,0,0
25,Wałbrzych,3,1,1,0,1
26,wałbrzyski,4,0,3,0,1
27,wołowski,1,0,1,0,0
28,Wrocław,10,1,5,0,4
29,wrocławski,13,0,12,0,1
30,ząbkowicki,2,0,2,0,0
31,zgorzelecki,5,0,4,0,1
32,złotoryjski,0,0,0,0,0
33,KUJAWSKO-POMORSKIE,156,6,145,1,4
34,aleksandrowski,10,0,10,0,0
35,brodnicki,3,0,3,0,0
36,bydgoski,21,0,19,1,1
37,Bydgoszcz,25,0,23,0,2
38,chełmiński,1,0,1,0,0
39,golubsko-dobrzyński,5,0,5,0,0
40,Grudziądz,5,0,5,0,0
41,grudziądzki,1,0,1,0,0
42,inowrocławski,1,0,1,0,0
43,lipnowski,7,1,6,0,0
44,mogileński,0,0,0,0,0
45,nakielski,7,0,7,0,0
46,radziejowski,4,0,4,0,0
47,rypiński,1,0,1,0,0
48,sępoleński,0,0,0,0,0
49,świecki,5,0,5,0,0
50,Toruń,13,1,11,0,1
51,toruński,15,0,15,0,0
52,tucholski,5,0,5,0,0
53,wąbrzeski,0,0,0,0,0
54,Włocławek,8,0,8,0,0
55,włocławski,13,0,13,0,0
56,żniński,6,4,2,0,0
57,LUBELSKIE,182,9,162,2,9
58,bialski,29,3,19,2,5
59,Biała Podlaska,1,0,1,0,0
60,biłgorajski,9,0,9,0,0
61,Chełm,0,0,0,0,0
62,chełmski,2,0,2,0,0
63,hrubieszowski,2,0,1,0,1
64,janowski,3,0,3,0,0
65,krasnostawski,0,0,0,0,0
66,kraśnicki,5,0,5,0,0
67,lubartowski,10,1,8,0,1
68,lubelski,3,0,3,0,0
69,Lublin,5,0,3,0,2
70,łęczyński,8,0,8,0,0
71,łukowski,24,0,24,0,0
72,opolski,7,0,7,0,0
73,parczewski,2,0,2,0,0
74,puławski,13,1,12,0,0
75,radzyński,3,0,3,0,0
76,rycki,31,3,28,0,0
77,świdnicki,5,0,5,0,0
78,tomaszowski,11,1,10,0,0
79,włodawski,4,0,4,0,0
80,zamojski,5,0,5,0,0
81,Zamość,0,0,0,0,0
82,LUBUSKIE,181,7,164,4,6
83,gorzowski,13,1,10,1,1
84,Gorzów Wielkopolski,0,0,0,0,0
85,krośnieński,19,1,18,0,0
86,międzyrzecki,11,0,9,1,1
87,nowosolski,4,0,4,0,0
88,słubicki,21,0,19,1,1
89,strzelecko-drezdenecki,8,0,8,0,0
90,sulęciński,14,0,13,0,1
91,świebodziński,10,0,8,0,2
92,wschowski,6,0,6,0,0
93,Zielona Góra,12,0,12,0,0
94,zielonogórski,18,4,14,0,0
95,żagański,19,0,18,1,0
96,żarski,26,1,25,0,0
97,ŁÓDZKIE,211,4,198,3,6
98,bełchatowski,16,0,16,0,0
99,brzeziński,3,0,3,0,0
100,kutnowski,1,0,1,0,0
101,łaski,6,0,6,0,0
102,łęczycki,1,0,1,0,0
103,łowicki,12,0,12,0,0
104,łódzki wschodni,9,0,9,0,0
105,Łódź,8,0,7,0,1
106,opoczyński,22,0,22,0,0
107,pabianicki,9,1,6,0,2
108,pajęczański,1,0,1,0,0
109,piotrkowski,12,0,11,1,0
110,Piotrków Trybunalski,0,0,0,0,0
111,poddębicki,3,0,3,0,0
112,radomszczański,19,0,17,1,1
113,rawski,0,0,0,0,0
114,sieradzki,34,0,33,0,1
115,Skierniewice,1,0,1,0,0
116,skierniewicki,2,0,2,0,0
117,tomaszowski,11,0,10,0,1
118,wieluński,2,0,2,0,0
119,wieruszowski,19,0,19,0,0
120,zduńskowolski,5,0,5,0,0
121,zgierski,15,3,11,1,0
122,MAŁOPOLSKIE,126,1,112,3,10
123,bocheński,1,0,0,0,1
124,brzeski,1,0,1,0,0
125,chrzanowski,19,0,18,0,1
126,dąbrowski,2,0,2,0,0
127,gorlicki,0,0,0,0,0
128,krakowski,3,0,0,1,2
129,Kraków,4,0,4,0,0
130,limanowski,3,0,1,0,2
131,miechowski,0,0,0,0,0
132,myślenicki,7,0,6,0,1
133,nowosądecki,3,0,3,0,0
134,nowotarski,5,0,5,0,0
135,Nowy Sącz,3,0,3,0,0
136,olkuski,58,1,55,1,1
137,oświęcimski,0,0,0,0,0
138,proszowicki,0,0,0,0,0
139,suski,1,0,0,1,0
140,tarnowski,13,0,12,0,1
141,Tarnów,0,0,0,0,0
142,tatrzański,1,0,0,0,1
143,wadowicki,0,0,0,0,0
144,wielicki,2,0,2,0,0
145,MAZOWIECKIE,695,17,651,7,20
146,białobrzeski,12,0,11,0,1
147,ciechanowski,1,0,1,0,0
148,garwoliński,16,0,16,0,0
149,gostyniński,2,0,2,0,0
150,grodziski,4,0,3,1,0
151,grójecki,20,0,20,0,0
152,kozienicki,35,1,31,1,2
153,legionowski,20,0,19,0,1
154,lipski,4,0,4,0,0
155,łosicki,3,0,2,0,1
156,makowski,3,0,3,0,0
157,miński,23,0,22,0,1
158,mławski,4,0,3,0,1
159,nowodworski,3,0,2,0,1
160,ostrołęcki,11,0,11,0,0
161,Ostrołęka,7,2,5,0,0
162,ostrowski,8,0,8,0,0
163,otwocki,25,1,23,0,1
164,piaseczyński,10,1,9,0,0
165,Płock,3,0,3,0,0
166,płocki,12,0,11,1,0
167,płoński,7,0,7,0,0
168,pruszkowski,2,0,2,0,0
169,przasnyski,6,0,5,1,0
170,przysuski,24,0,22,2,0
171,pułtuski,4,0,4,0,0
172,Radom,18,1,17,0,0
173,radomski,57,4,52,0,1
174,Siedlce,4,0,4,0,0
175,siedlecki,34,1,33,0,0
176,sierpecki,9,1,8,0,0
177,sochaczewski,9,0,6,0,3
178,sokołowski,7,0,6,0,1
179,szydłowiecki,13,0,13,0,0
180,Warszawa,27,1,22,0,4
181,warszawski zachodni,4,2,2,0,0
182,węgrowski,48,0,48,0,0
183,wołomiński,158,2,156,0,0
184,wyszkowski,19,0,19,0,0
185,zwoleński,8,0,7,1,0
186,żuromiński,2,0,1,0,1
187,żyrardowski,9,0,8,0,1
188,OPOLSKIE,51,1,44,1,5
189,brzeski,6,0,6,0,0
190,głubczycki,1,0,1,0,0
191,kędzierzyńsko-kozielski,3,0,3,0,0
192,kluczborski,6,1,4,0,1
193,krapkowicki,5,0,3,0,2
194,namysłowski,1,0,0,0,1
195,nyski,5,0,4,0,1
196,oleski,4,0,4,0,0
197,Opole,2,0,2,0,0
198,opolski,13,0,12,1,0
199,prudnicki,0,0,0,0,0
200,strzelecki,5,0,5,0,0
201,PODKARPACKIE,119,2,108,4,5
202,bieszczadzki,1,0,1,0,0
203,brzozowski,2,0,1,0,1
204,dębicki,0,0,0,0,0
205,jarosławski,4,2,1,0,1
206,jasielski,1,0,1,0,0
207,kolbuszowski,13,0,13,0,0
208,Krosno,0,0,0,0,0
209,krośnieński,6,0,6,0,0
210,leski,1,0,0,1,0
211,leżajski,15,0,15,0,0
212,lubaczowski,1,0,1,0,0
213,łańcucki,2,0,2,0,0
214,mielecki,7,0,7,0,0
215,niżański,18,0,18,0,0
216,przemyski,0,0,0,0,0
217,Przemyśl,0,0,0,0,0
218,przeworski,2,0,2,0,0
219,ropczycko-sędziszowski,5,0,4,1,0
220,rzeszowski,7,0,5,1,1
221,Rzeszów,0,0,0,0,0
222,sanocki,8,0,6,1,1
223,stalowowolski,11,0,11,0,0
224,strzyżowski,1,0,1,0,0
225,Tarnobrzeg,2,0,2,0,0
226,tarnobrzeski,12,0,11,0,1
227,PODLASKIE,83,1,80,0,2
228,augustowski,8,0,8,0,0
229,białostocki,23,0,23,0,0
230,Białystok,3,0,1,0,2
231,bielski,1,0,1,0,0
232,grajewski,1,0,1,0,0
233,hajnowski,20,0,20,0,0
234,kolneński,1,0,1,0,0
235,Łomża,0,0,0,0,0
236,łomżyński,7,0,7,0,0
237,moniecki,3,0,3,0,0
238,sejneński,1,0,1,0,0
239,siemiatycki,2,0,2,0,0
240,sokólski,3,0,3,0,0
241,suwalski,3,1,2,0,0
242,Suwałki,0,0,0,0,0
243,wysokomazowiecki,5,0,5,0,0
244,zambrowski,2,0,2,0,0
245,POMORSKIE,234,11,199,4,20
246,bytowski,17,2,13,1,1
247,chojnicki,10,0,10,0,0
248,człuchowski,8,0,7,1,0
249,Gdańsk,43,2,30,0,11
250,gdański,7,1,6,0,0
251,Gdynia,29,1,25,0,3
252,kartuski,16,3,13,0,0
253,kościerski,24,0,22,1,1
254,kwidzyński,2,0,1,0,1
255,lęborski,5,0,4,0,1
256,malborski,1,0,1,0,0
257,nowodworski,9,0,9,0,0
258,pucki,6,0,6,0,0
259,Słupsk,1,0,1,0,0
260,słupski,26,2,23,1,0
261,Sopot,2,0,1,0,1
262,starogardzki,4,0,4,0,0
263,sztumski,3,0,3,0,0
264,tczewski,2,0,2,0,0
265,wejherowski,19,0,18,0,1
266,ŚLĄSKIE,135,3,123,2,7
267,będziński,6,0,6,0,0
268,bielski,2,0,2,0,0
269,Bielsko-Biała,3,0,3,0,0
270,bieruńsko-lędziński,0,0,0,0,0
271,Bytom,2,0,2,0,0
272,Chorzów,0,0,0,0,0
273,cieszyński,9,0,9,0,0
274,Częstochowa,2,0,1,0,1
275,częstochowski,13,1,11,0,1
276,Dąbrowa Górnicza,1,0,1,0,0
277,Gliwice,1,0,1,0,0
278,gliwicki,1,0,1,0,0
279,Jastrzębie-Zdrój,0,0,0,0,0
280,Jaworzno,6,0,5,0,1
281,Katowice,2,0,2,0,0
282,kłobucki,13,0,12,0,1
283,lubliniecki,5,0,5,0,0
284,mikołowski,4,0,3,0,1
285,Mysłowice,1,0,1,0,0
286,myszkowski,18,1,17,0,0
287,Piekary Śląskie,1,0,1,0,0
288,pszczyński,0,0,0,0,0
289,raciborski,4,0,4,0,0
290,Ruda Śląska,4,1,3,0,0
291,rybnicki,8,0,6,2,0
292,Rybnik,2,0,2,0,0
293,Siemianowice Śląskie,0,0,0,0,0
294,Sosnowiec,6,0,6,0,0
295,Świętochłowice,0,0,0,0,0
296,tarnogórski,4,0,3,0,1
297,Tychy,2,0,2,0,0
298,wodzisławski,0,0,0,0,0
299,Zabrze,1,0,0,0,1
300,zawierciański,6,0,6,0,0
301,Żory,0,0,0,0,0
302,żywiecki,8,0,8,0,0
303,ŚWIĘTOKRZYSKIE,237,3,221,3,10
304,buski,33,0,25,0,8
305,jędrzejowski,17,0,17,0,0
306,kazimierski,0,0,0,0,0
307,Kielce,1,0,1,0,0
308,kielecki,36,1,33,1,1
309,konecki,49,0,48,1,0
310,opatowski,5,0,4,0,1
311,ostrowiecki,12,0,12,0,0
312,pińczowski,2,0,2,0,0
313,sandomierski,32,1,31,0,0
314,skarżyski,13,0,12,1,0
315,starachowicki,12,1,11,0,0
316,staszowski,16,0,16,0,0
317,włoszczowski,9,0,9,0,0
318,WARMIŃSKO-MAZURSKIE,47,5,41,0,1
319,bartoszycki,3,1,1,0,1
320,braniewski,1,0,1,0,0
321,działdowski,1,0,1,0,0
322,Elbląg,1,0,1,0,0
323,elbląski,0,0,0,0,0
324,ełcki,2,0,2,0,0
325,giżycki,2,0,2,0,0
326,gołdapski,1,0,1,0,0
327,iławski,0,0,0,0,0
328,kętrzyński,2,0,2,0,0
329,lidzbarski,1,0,1,0,0
330,mrągowski,1,0,1,0,0
331,nidzicki,1,0,1,0,0
332,nowomiejski,0,0,0,0,0
333,olecki,1,0,1,0,0
334,Olsztyn,7,0,7,0,0
335,olsztyński,6,0,6,0,0
336,ostródzki,4,2,2,0,0
337,piski,6,1,5,0,0
338,szczycieński,6,1,5,0,0
339,węgorzewski,1,0,1,0,0
340,WIELKOPOLSKIE,255,8,233,8,6
341,chodzieski,3,0,3,0,0
342,czarnkowsko-trzcianecki,25,0,24,1,0
343,gnieźnieński,5,0,5,0,0
344,gostyński,2,0,2,0,0
345,grodziski,9,0,8,1,0
346,jarociński,10,0,9,0,1
347,kaliski,8,1,7,0,0
348,Kalisz,0,0,0,0,0
349,kępiński,3,0,3,0,0
350,kolski,8,0,8,0,0
351,Konin,1,0,1,0,0
352,koniński,21,0,20,1,0
353,kościański,5,1,2,1,1
354,krotoszyński,2,0,2,0,0
355,leszczyński,4,0,4,0,0
356,Leszno,2,0,2,0,0
357,międzychodzki,5,0,5,0,0
358,nowotomyski,5,0,5,0,0
359,obornicki,9,0,9,0,0
360,ostrowski,14,4,10,0,0
361,ostrzeszowski,8,0,8,0,0
362,pilski,16,0,16,0,0
363,pleszewski,4,0,3,1,0
364,Poznań,18,0,17,0,1
365,poznański,16,2,12,0,2
366,rawicki,3,0,3,0,0
367,słupecki,1,0,1,0,0
368,szamotulski,12,0,12,0,0
369,średzki,3,0,3,0,0
370,śremski,4,0,4,0,0
371,turecki,7,0,7,0,0
372,wągrowiecki,3,0,3,0,0
373,wolsztyński,14,0,11,3,0
374,wrzesiński,2,0,1,0,1
375,złotowski,3,0,3,0,0
376,ZACHODNIOPOMORSKIE,209,11,177,6,15
377,białogardzki,9,2,4,3,0
378,choszczeński,8,1,7,0,0
379,drawski,13,0,13,0,0
380,goleniowski,37,2,33,0,2
381,gryficki,6,0,5,0,1
382,gryfiński,5,0,4,0,1
383,kamieński,11,0,10,0,1
384,kołobrzeski,4,2,1,1,0
385,Koszalin,3,1,2,0,0
386,koszaliński,8,0,8,0,0
387,łobeski,4,0,4,0,0
388,myśliborski,6,0,5,0,1
389,policki,16,0,13,0,3
390,pyrzycki,1,0,1,0,0
391,sławieński,3,0,2,1,0
392,stargardzki,6,0,6,0,0
393,Szczecin,22,2,17,0,3
394,szczecinecki,11,0,9,0,2
395,świdwiński,4,0,4,0,0
396,Świnoujście,26,1,25,0,0
397,wałecki,6,0,4,1,1
